;config_541_avg
Standard_Acc;76,7200
RMSCE;0,0524
gaussian_noise;27,7440
shot_noise;34,3500
impulse_noise;29,3200
defocus_blur;41,5080
glass_blur;35,5400
motion_blur;52,3740
zoom_blur;50,0260
snow;49,9380
frost;53,9440
fog;55,5240
brightness;62,1260
contrast;40,5800
elastic_transform;58,4260
pixelate;57,4160
jpeg_compression;58,8000
speckle_noise;25,6140
gaussian_blur;44,3960
spatter;51,8040
saturate;58,4300
blue_noise_sample;51,5200
brownish_noise;56,0220
caustic_refraction;37,7400
checkerboard_cutout;47,2580
cocentric_sine_waves;31,2060
inverse_sparkles;31,0900
perlin_noise;65,3620
plasma_noise;28,5760
single_frequency_greyscale;25,2680
sparkles;68,0540
Acc_C-all-19;46,7295
Acc_C-original-15;47,1744
Acc_C-bar-10;44,2096
Acc_all-ex-pixelwise-noise-24;48,3920
RMSCE_C;0,0904
Combined_Noise;71,0200
