train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
7,4580;4,2205;14,9600;3,7733;10,1724;14,9600;10,1724
15,7220;3,7831;23,2100;3,4102;16,5586;23,2100;16,5586
23,4280;3,4294;31,6100;3,0607;24,9793;31,6100;24,9793
29,3380;3,1881;38,5800;2,8125;30,6483;38,5800;30,6483
33,8600;3,0022;42,6300;2,6546;32,8483;42,6300;32,8483
37,7100;2,8591;43,8200;2,6319;30,8828;43,8200;30,8828
40,9520;2,7444;47,0800;2,4769;31,7310;47,0800;31,7310
43,8840;2,6451;51,1800;2,3647;36,8414;51,1800;36,8414
46,0280;2,5625;53,9800;2,2546;36,7241;53,9800;36,7241
48,2340;2,4816;55,2900;2,2254;38,0345;55,2900;38,0345
50,7120;2,4023;57,9000;2,1380;40,8966;57,9000;40,8966
52,5580;2,3385;58,6000;2,0979;42,1586;58,6000;42,1586
54,3520;2,2795;61,1200;2,0103;42,9310;61,1200;42,9310
55,9740;2,2209;63,1100;1,9542;44,3793;63,1100;44,3793
57,7220;2,1682;64,2700;1,9229;45,1241;64,2700;45,1241
59,2360;2,1235;65,2700;1,8886;46,6483;65,2700;46,6483
60,0880;2,0899;65,9900;1,8579;46,5172;65,9900;46,5172
60,9740;2,0643;66,1200;1,8489;47,7517;66,1200;47,7517
61,7800;2,0374;66,6300;1,8406;48,0207;66,6300;48,0207
62,3060;2,0269;67,0000;1,8344;47,8690;67,0000;47,8690
50,7860;2,3954;49,7100;2,4122;32,7379;49,7100;32,7379
50,6000;2,3954;53,1600;2,2814;34,8690;53,1600;34,8690
51,7420;2,3514;57,0800;2,1559;36,0759;57,0800;36,0759
53,1580;2,3122;57,2200;2,1462;39,6966;57,2200;39,6966
53,7680;2,2836;58,8100;2,0868;41,0069;58,8100;41,0069
55,4500;2,2383;60,7500;2,0270;45,6138;60,7500;45,6138
56,1520;2,2082;59,6100;2,0913;42,6276;59,6100;42,6276
57,0820;2,1708;61,3900;2,0091;44,4000;61,3900;44,4000
58,0240;2,1407;62,5700;1,9731;47,0690;62,5700;47,0690
59,2540;2,1075;59,7900;2,0416;44,2345;59,7900;44,2345
60,4740;2,0719;64,0400;1,9223;45,4690;64,0400;45,4690
