;config_197_avg
Standard_Acc;89,7700
RMSCE;0,0651
gaussian_noise;49,5320
shot_noise;57,0600
impulse_noise;56,5440
defocus_blur;81,6500
glass_blur;45,3820
motion_blur;76,7080
zoom_blur;79,4780
snow;79,6660
frost;79,3680
fog;79,4440
brightness;87,9240
contrast;78,9360
elastic_transform;77,5520
pixelate;76,5520
jpeg_compression;67,8320
speckle_noise;58,1240
gaussian_blur;78,5180
spatter;82,5300
saturate;80,9980
blue_noise;65,1460
brownish_noise;45,2500
checkerboard_cutout;74,7400
circular_motion_blur;84,8600
inverse_sparkles;51,8760
lines;72,7160
pinch_and_twirl;83,4400
ripple;74,5200
sparkles;78,5100
transverse_chromatic_abberation;46,5800
Acc_C-all-19;72,3052
Acc_C-original-15;71,5752
Acc_C-bar-10;67,7638
Acc_all-ex-pixelwise-noise-24;73,5429
RMSCE_C;0,0910
Combined_Noise;85,7100
