;config_195_avg
Standard_Acc;90,5600
RMSCE;0,0818
gaussian_noise;65,2980
shot_noise;70,9960
impulse_noise;74,7320
defocus_blur;82,7020
glass_blur;46,8200
motion_blur;79,1240
zoom_blur;80,5960
snow;82,0200
frost;81,2300
fog;83,2800
brightness;88,9460
contrast;88,4780
elastic_transform;78,5440
pixelate;76,8600
jpeg_compression;67,5520
speckle_noise;71,6860
gaussian_blur;79,4640
spatter;83,7660
saturate;85,3160
blue_noise;67,6960
brownish_noise;48,3700
checkerboard_cutout;79,4300
circular_motion_blur;85,8120
inverse_sparkles;53,0940
lines;72,8340
pinch_and_twirl;84,3680
ripple;75,6420
sparkles;80,2380
transverse_chromatic_abberation;42,7240
Acc_C-all-19;77,2321
Acc_C-original-15;76,4785
Acc_C-bar-10;69,0208
Acc_all-ex-pixelwise-noise-24;75,3004
RMSCE_C;0,0696
Combined_Noise;89,5800
