;config_546_avg;config_546_std;config_546_run_0;config_546_run_1;config_546_run_2
Standard_Acc;96,9433;0,0741;96,9800;97,0100;96,8400
RMSCE;0,0389;0,0003;0,0391;0,0390;0,0385
gaussian_noise;92,8000;0,2369;92,8960;92,4740;93,0300
shot_noise;94,0167;0,1416;94,0420;93,8320;94,1760
impulse_noise;96,5107;0,0573;96,5780;96,5160;96,4380
defocus_blur;95,0793;0,1614;95,0020;95,3040;94,9320
glass_blur;89,6113;0,1342;89,4880;89,7980;89,5480
motion_blur;93,2273;0,3431;93,0040;93,7120;92,9660
zoom_blur;94,1093;0,1625;94,1060;94,3100;93,9120
snow;93,0667;0,2403;92,9340;93,4040;92,8620
frost;94,2440;0,2082;94,0820;94,5380;94,1120
fog;94,8620;0,1230;94,7760;95,0360;94,7740
brightness;96,4627;0,0929;96,5160;96,5400;96,3320
contrast;94,8733;0,1945;94,7240;95,1480;94,7480
elastic_transform;92,8387;0,0748;92,7940;92,9440;92,7780
pixelate;91,1173;0,0839;91,0600;91,0560;91,2360
jpeg_compression;87,7140;0,6090;87,1000;88,5440;87,4980
speckle_noise;94,2673;0,1547;94,3320;94,0540;94,4160
gaussian_blur;94,1780;0,2327;94,0540;94,5040;93,9760
spatter;94,3193;0,2341;94,1680;94,6500;94,1400
saturate;95,7593;0,0211;95,7380;95,7880;95,7520
blue_noise;90,9633;0,1713;90,8980;91,1980;90,7940
brownish_noise;81,9893;0,8052;81,6600;83,0980;81,2100
checkerboard_cutout;89,9900;0,3205;89,8560;90,4320;89,6820
circular_motion_blur;94,0493;0,0260;94,0580;94,0140;94,0760
inverse_sparkles;81,3933;0,8953;80,5700;82,6380;80,9720
lines;85,0460;0,7853;84,8220;86,1000;84,2160
pinch_and_twirl;94,3880;0,0664;94,2960;94,4500;94,4180
ripple;88,8800;0,3259;89,0500;88,4240;89,1660
sparkles;89,5187;0,3131;89,6860;89,7900;89,0800
transverse_chromatic_abberation;84,1087;0,4609;83,6960;83,8780;84,7520
Acc_C-all-19;93,6346;0,1153;93,5471;93,7975;93,5593
Acc_C-original-15;93,3689;0,1238;93,2735;93,5437;93,2895
Acc_C-bar-10;88,0327;0,2615;87,8592;88,4022;87,8366
Acc_all-ex-pixelwise-noise-24;91,2844;0,2143;91,1350;91,5875;91,1307
RMSCE_C;0,0366;0,0007;0,0371;0,0357;0,0371
Combined_Noise;94,5433;0,1271;94,3800;94,5600;94,6900
