;config_146_avg;config_146_std;config_146_run_0;config_146_run_1;config_146_run_2
Standard_Acc;72,9433;0,1563;73,1000;73,0000;72,7300
RMSCE;0,0274;0,0080;0,0200;0,0237;0,0386
gaussian_noise;30,5067;0,9122;29,2560;30,8580;31,4060
shot_noise;35,6173;1,0927;34,0880;36,1900;36,5740
impulse_noise;35,3800;0,4989;35,1200;36,0780;34,9420
defocus_blur;28,5113;1,0517;27,2680;29,8400;28,4260
glass_blur;26,3073;0,4657;25,8940;26,9580;26,0700
motion_blur;38,7413;0,5082;38,2240;39,4320;38,5680
zoom_blur;32,8193;1,3729;31,2900;34,6200;32,5480
snow;44,8547;1,0818;45,5080;45,7260;43,3300
frost;47,6940;0,8031;47,5060;48,7580;46,8180
fog;46,3140;0,9151;45,6820;47,6080;45,6520
brightness;56,1833;1,0576;56,1180;57,5100;54,9220
contrast;23,2367;0,8805;21,9940;23,7900;23,9260
elastic_transform;44,0433;1,0601;43,6220;45,5000;43,0080
pixelate;57,8313;0,6876;57,6480;57,0960;58,7500
jpeg_compression;51,9993;0,7659;51,8260;53,0120;51,1600
speckle_noise;28,5613;1,5925;26,3860;29,1440;30,1540
gaussian_blur;29,5500;1,1296;28,0720;30,8140;29,7640
spatter;49,1847;1,3136;49,8740;50,3340;47,3460
saturate;50,5813;0,4784;51,0200;50,8080;49,9160
blue_noise_sample;52,3220;0,8323;51,3680;52,2020;53,3960
brownish_noise;54,5907;0,9527;53,3160;55,6060;54,8500
caustic_refraction;34,5580;1,5271;35,2920;35,9500;32,4320
checkerboard_cutout;44,9380;0,5961;44,8600;45,7040;44,2500
cocentric_sine_waves;31,1027;0,9000;31,9880;29,8680;31,4520
inverse_sparkles;29,0920;0,2434;29,3860;29,1000;28,7900
perlin_noise;59,3427;0,4644;59,3940;59,8840;58,7500
plasma_noise;28,6380;0,6023;27,8500;29,3120;28,7520
single_frequency_greyscale;27,9100;0,3033;28,2920;27,8880;27,5500
sparkles;64,6560;0,2956;64,9880;64,7100;64,2700
Acc_C-all-19;39,8904;0,6193;39,2840;40,7408;39,6463
Acc_C-original-15;40,0027;0,6251;39,4029;40,8651;39,7400
Acc_C-bar-10;42,7150;0,2358;42,6734;43,0224;42,4492
Acc_all-ex-pixelwise-noise-24;41,7783;0,5142;41,5380;42,4928;41,3042
RMSCE_C;0,1500;0,0051;0,1488;0,1446;0,1568
Combined_Noise;58,0900;0,1178;58,1300;58,2100;57,9300
