;config_416_avg;config_416_std;config_416_run_0;config_416_run_1;config_416_run_2
Standard_Acc;71,9000;0,2913;71,5100;72,2100;71,9800
RMSCE;0,0274;0,0034;0,0316;0,0272;0,0233
gaussian_noise;32,4573;0,8549;33,5040;31,4100;32,4580
shot_noise;36,7127;0,6063;37,4820;36,0000;36,6560
impulse_noise;35,6100;0,9737;35,6500;36,7820;34,3980
defocus_blur;45,3707;0,5919;44,8200;45,1000;46,1920
glass_blur;36,9600;0,6623;36,7860;36,2500;37,8440
motion_blur;53,0687;0,9522;52,2280;52,5780;54,4000
zoom_blur;48,6080;0,1210;48,4500;48,7440;48,6300
snow;48,7867;0,2594;48,4200;48,9800;48,9600
frost;50,6380;0,6957;50,6540;49,7780;51,4820
fog;54,1847;0,4858;53,6100;54,1460;54,7980
brightness;60,4833;0,2415;60,4460;60,2080;60,7960
contrast;40,6513;0,3854;40,1560;40,7020;41,0960
elastic_transform;54,9547;0,0566;54,9240;54,9060;55,0340
pixelate;58,0400;0,7708;58,0320;57,1000;58,9880
jpeg_compression;57,8793;0,3184;57,6880;57,6220;58,3280
speckle_noise;29,6547;0,5661;30,4440;29,3760;29,1440
gaussian_blur;48,5493;0,3173;48,2000;48,4800;48,9680
spatter;50,3847;0,6332;49,7580;51,2520;50,1440
saturate;55,1833;0,1469;54,9940;55,3520;55,2040
blue_noise_sample;54,0560;1,3938;52,2080;55,5740;54,3860
brownish_noise;55,0433;0,4943;55,2400;55,5260;54,3640
caustic_refraction;36,8013;1,0722;35,3940;37,9940;37,0160
checkerboard_cutout;47,0707;0,6117;46,4960;47,9180;46,7980
cocentric_sine_waves;32,0380;0,5842;31,2260;32,3120;32,5760
inverse_sparkles;27,3940;0,1079;27,4360;27,5000;27,2460
perlin_noise;59,9420;0,2673;59,5880;60,0040;60,2340
plasma_noise;31,0360;0,2190;31,0660;31,2880;30,7540
single_frequency_greyscale;30,3887;0,7305;30,1380;31,3820;29,6460
sparkles;63,7667;0,1523;63,6540;63,9820;63,6640
Acc_C-all-19;47,2725;0,2014;47,1708;47,0929;47,5537
Acc_C-original-15;47,6270;0,2754;47,5233;47,3537;48,0040
Acc_C-bar-10;43,7537;0,4545;43,2446;44,3480;43,6684
Acc_all-ex-pixelwise-noise-24;47,8010;0,2405;47,4752;47,8793;48,0484
RMSCE_C;0,1087;0,0032;0,1130;0,1052;0,1079
Combined_Noise;65,1833;0,5097;64,4700;65,6300;65,4500
