;config_368_avg;config_368_std;config_368_run_0;config_368_run_1;config_368_run_2
Standard_Acc;73,4367;0,2671;73,8100;73,3000;73,2000
RMSCE;0,0321;0,0025;0,0341;0,0336;0,0286
gaussian_noise;30,1613;0,2558;29,8060;30,2800;30,3980
shot_noise;35,3387;0,5296;34,7640;36,0420;35,2100
impulse_noise;34,0600;0,9458;35,2500;33,9940;32,9360
defocus_blur;43,9053;1,6855;42,2260;46,2100;43,2800
glass_blur;34,2240;0,8291;34,9140;34,7000;33,0580
motion_blur;51,9693;0,4458;51,5340;52,5820;51,7920
zoom_blur;48,7140;1,2141;48,0980;50,4100;47,6340
snow;47,5767;0,7053;47,2180;48,5620;46,9500
frost;50,7527;0,4197;50,5020;51,3440;50,4120
fog;54,1200;0,4140;54,5480;54,2520;53,5600
brightness;60,7080;0,2903;61,0980;60,6240;60,4020
contrast;37,8020;0,1860;37,8700;37,9880;37,5480
elastic_transform;55,8633;0,6874;56,3140;56,3840;54,8920
pixelate;58,3260;0,5897;57,9040;57,9140;59,1600
jpeg_compression;59,1787;0,2126;59,3960;59,2500;58,8900
speckle_noise;28,3300;0,6058;27,6100;29,0920;28,2880
gaussian_blur;46,8873;1,5891;45,1180;48,9720;46,5720
spatter;50,6360;0,6000;51,1160;51,0020;49,7900
saturate;55,1440;0,2875;55,5480;54,9020;54,9820
blue_noise_sample;53,7713;0,3222;53,9200;54,0700;53,3240
brownish_noise;56,0227;0,3531;55,9300;56,4940;55,6440
caustic_refraction;35,4613;1,1828;36,2040;36,3880;33,7920
checkerboard_cutout;47,6473;0,1859;47,4020;47,6880;47,8520
cocentric_sine_waves;28,6467;0,4433;28,7720;29,1160;28,0520
inverse_sparkles;28,6047;0,5716;28,8960;29,1120;27,8060
perlin_noise;59,4700;0,6127;59,8780;59,9280;58,6040
plasma_noise;30,8647;0,4731;30,2020;31,2760;31,1160
single_frequency_greyscale;26,7067;0,7220;26,9440;27,4480;25,7280
sparkles;64,7027;0,3257;65,1480;64,5820;64,3780
Acc_C-all-19;46,5104;0,4167;46,3597;47,0792;46,0923
Acc_C-original-15;46,8467;0,3968;46,7628;47,3691;46,4081
Acc_C-bar-10;43,1898;0,4124;43,3296;43,6102;42,6296
Acc_all-ex-pixelwise-noise-24;47,2473;0,4306;47,1992;47,7970;46,7456
RMSCE_C;0,1389;0,0050;0,1407;0,1321;0,1439
Combined_Noise;66,4967;0,2980;66,6500;66,7600;66,0800
