;config_371_avg;config_371_std;config_371_run_0;config_371_run_1;config_371_run_2
Standard_Acc;73,1567;0,0981;73,0400;73,2800;73,1500
RMSCE;0,0257;0,0019;0,0253;0,0235;0,0282
gaussian_noise;33,3360;0,6083;34,1920;32,8340;32,9820
shot_noise;37,9427;0,9128;39,1760;37,6560;36,9960
impulse_noise;36,5173;0,6145;36,1600;37,3820;36,0100
defocus_blur;45,8493;1,1583;46,7100;44,2120;46,6260
glass_blur;35,2307;0,6704;35,8040;34,2900;35,5980
motion_blur;52,8027;0,8179;53,8560;51,8620;52,6900
zoom_blur;49,5867;0,7326;50,3020;48,5800;49,8780
snow;48,5413;0,4293;47,9460;48,9420;48,7360
frost;50,9080;0,2985;51,1280;51,1100;50,4860
fog;54,7520;0,2844;55,1520;54,5880;54,5160
brightness;60,4407;0,3432;60,9180;60,2780;60,1260
contrast;39,6460;0,1814;39,4440;39,6100;39,8840
elastic_transform;55,6367;0,1187;55,6240;55,4980;55,7880
pixelate;59,3280;0,4167;59,6560;59,5880;58,7400
jpeg_compression;58,7947;0,1157;58,6620;58,7780;58,9440
speckle_noise;31,3333;1,2942;33,1520;30,6020;30,2460
gaussian_blur;49,0000;1,2726;50,0220;47,2060;49,7720
spatter;50,7620;0,1855;50,5780;51,0160;50,6920
saturate;55,1233;0,3353;55,5860;54,9820;54,8020
blue_noise_sample;54,3413;0,5904;54,8400;54,6720;53,5120
brownish_noise;56,5820;0,6615;57,3080;55,7080;56,7300
caustic_refraction;36,1347;0,9808;34,7500;36,8980;36,7560
checkerboard_cutout;48,0120;0,0337;48,0240;48,0460;47,9660
cocentric_sine_waves;30,0240;0,4346;30,0660;30,5340;29,4720
inverse_sparkles;27,9620;0,2494;27,9800;28,2580;27,6480
perlin_noise;59,3520;0,6197;58,4760;59,8120;59,7680
plasma_noise;31,8853;1,3641;33,6300;30,3000;31,7260
single_frequency_greyscale;27,8300;0,2675;28,1260;27,8860;27,4780
sparkles;64,5013;0,2819;64,8900;64,3840;64,2300
Acc_C-all-19;47,6595;0,3321;48,1088;47,3165;47,5533
Acc_C-original-15;47,9542;0,2664;48,3153;47,6805;47,8667
Acc_C-bar-10;43,6625;0,1148;43,8090;43,6498;43,5286
Acc_all-ex-pixelwise-noise-24;47,8619;0,2090;48,1099;47,5986;47,8772
RMSCE_C;0,1266;0,0032;0,1221;0,1288;0,1288
Combined_Noise;66,6000;0,2547;66,7700;66,7900;66,2400
