train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
5,1820;4,8566;9,5700;4,4805;4,3931;9,5700;4,3931
11,5290;4,4044;17,1600;4,0663;7,1448;17,1600;7,1448
16,2680;4,1466;22,5000;3,8340;9,2828;22,5000;9,2828
19,7420;3,9641;23,9800;3,7985;11,6276;23,9800;11,6276
23,0640;3,8146;26,0000;3,7490;12,4345;26,0000;12,4345
25,5860;3,6968;32,2500;3,4199;11,7655;32,2500;11,7655
27,8750;3,5928;33,4600;3,4303;14,6690;33,4600;14,6690
29,8000;3,5048;36,0500;3,3552;16,0138;36,0500;16,0138
32,0030;3,4176;39,6700;3,1664;18,0621;39,6700;18,0621
33,6550;3,3421;42,1200;3,1007;18,4759;42,1200;18,4759
35,4190;3,2668;42,8500;3,0278;18,5655;42,8500;18,5655
36,7950;3,2098;44,2300;3,0141;18,8759;44,2300;18,8759
38,0880;3,1473;46,0900;2,9407;19,6483;46,0900;19,6483
39,5820;3,0908;46,2500;2,9311;20,2759;46,2500;20,2759
40,8150;3,0373;47,9000;2,8763;21,1379;47,9000;21,1379
42,2840;2,9906;49,2600;2,8218;21,3724;49,2600;21,3724
43,0190;2,9521;49,5400;2,8249;21,1034;49,5400;21,1034
43,6170;2,9287;50,2100;2,8004;22,4069;50,2100;22,4069
44,3140;2,8980;50,2300;2,7877;22,3379;50,2300;22,3379
44,6610;2,8904;50,5900;2,7743;22,2552;50,5900;22,2552
34,9820;3,2805;39,4400;3,1904;15,7310;39,4400;15,7310
35,4750;3,2578;42,0400;3,0791;19,5241;42,0400;19,5241
36,3720;3,2162;43,8200;3,0090;20,1448;43,8200;20,1448
37,5310;3,1768;46,5400;2,9223;21,0276;46,5400;21,0276
38,3480;3,1399;44,5700;3,0013;19,6759;44,5700;19,6759
39,2890;3,0995;46,8800;2,9430;21,3793;46,8800;21,3793
40,2280;3,0640;48,1100;2,8421;22,0966;48,1100;22,0966
41,0500;3,0321;48,8200;2,8295;21,5379;48,8200;21,5379
41,4840;3,0050;48,5300;2,8765;25,0207;48,5300;25,0207
42,7960;2,9645;50,5200;2,7648;24,0552;50,5200;24,0552
43,3540;2,9366;51,0900;2,7371;24,7103;51,0900;24,7103
44,2940;2,8998;51,0700;2,7493;24,9724;51,0700;24,9724
44,8610;2,8767;52,0700;2,6762;27,2138;52,0700;27,2138
45,5260;2,8473;53,1200;2,6853;25,4207;53,1200;25,4207
46,3800;2,8179;52,4300;2,6963;24,6414;52,4300;24,6414
47,1940;2,7847;52,7000;2,7121;24,6621;52,7000;24,6621
47,7610;2,7586;54,9700;2,6097;26,3517;54,9700;26,3517
48,6340;2,7280;55,9700;2,5889;27,3034;55,9700;27,3034
49,5330;2,6992;55,7200;2,5831;29,0345;55,7200;29,0345
50,3250;2,6703;56,7100;2,5740;27,7448;56,7100;27,7448
50,9640;2,6450;57,2300;2,5262;29,6828;57,2300;29,6828
51,4600;2,6204;58,5500;2,4854;29,8690;58,5500;29,8690
52,2810;2,5905;58,0000;2,5072;29,9310;58,0000;29,9310
53,2040;2,5565;59,0000;2,4683;31,2483;59,0000;31,2483
53,7430;2,5346;59,1500;2,4259;30,9172;59,1500;30,9172
54,3370;2,5114;59,1500;2,4270;29,3862;59,1500;29,3862
55,2480;2,4819;60,6200;2,4131;31,1931;60,6200;31,1931
55,8070;2,4569;61,0500;2,3810;31,9517;61,0500;31,9517
56,6010;2,4285;60,6600;2,3917;31,7517;60,6600;31,7517
57,4240;2,4019;61,3000;2,3720;32,8552;61,3000;32,8552
57,8210;2,3852;61,4500;2,3766;31,6621;61,4500;31,6621
58,5110;2,3589;61,5200;2,3598;32,4966;61,5200;32,4966
59,0840;2,3413;62,2500;2,3527;33,5448;62,2500;33,5448
59,7250;2,3240;62,2300;2,3340;33,0276;62,2300;33,0276
60,1080;2,3100;62,5700;2,3273;32,9517;62,5700;32,9517
60,5930;2,2919;62,4300;2,3243;33,1931;62,4300;33,1931
60,6980;2,2862;62,8000;2,3212;33,1724;62,8000;33,1724
60,9270;2,2777;62,7500;2,3146;33,0483;62,7500;33,0483
61,1170;2,2740;62,9100;2,3127;33,1103;62,9100;33,1103
61,2460;2,2688;62,7500;2,3123;33,1862;62,7500;33,1862
47,5640;2,7651;52,0500;2,6892;25,9724;52,0500;25,9724
46,7840;2,7948;50,6700;2,7931;23,3655;50,6700;23,3655
47,0940;2,7866;54,1400;2,6347;25,2207;54,1400;25,2207
47,3350;2,7730;53,7500;2,6791;26,1862;53,7500;26,1862
47,8350;2,7565;54,4800;2,6649;27,5862;54,4800;27,5862
47,9180;2,7502;54,6600;2,6071;27,1241;54,6600;27,1241
48,4620;2,7301;54,9500;2,5901;28,1793;54,9500;28,1793
48,9770;2,7129;56,6100;2,5261;28,2345;56,6100;28,2345
49,3510;2,6975;55,5700;2,5928;28,6621;55,5700;28,6621
49,7110;2,6856;55,5000;2,6048;26,4897;55,5000;26,4897
49,9150;2,6735;56,3700;2,5898;29,4069;56,3700;29,4069
50,2800;2,6582;54,0600;2,6382;27,2138;54,0600;27,2138
50,9100;2,6416;55,7800;2,5938;28,9793;55,7800;28,9793
51,1330;2,6275;55,9300;2,5601;30,0897;55,9300;30,0897
51,2810;2,6206;57,9500;2,5062;29,4759;57,9500;29,4759
51,6990;2,6087;56,2000;2,5529;27,7655;56,2000;27,7655
51,8770;2,5987;57,4700;2,5606;29,6690;57,4700;29,6690
52,3220;2,5839;57,4900;2,5437;28,1241;57,4900;28,1241
52,6690;2,5705;58,1600;2,5074;31,1517;58,1600;31,1517
52,7800;2,5594;57,5700;2,5315;30,4552;57,5700;30,4552
53,2950;2,5441;58,5100;2,4944;30,0345;58,5100;30,0345
53,6770;2,5346;57,2100;2,5436;28,6897;57,2100;28,6897
53,8680;2,5234;58,5500;2,4713;30,9172;58,5500;30,9172
54,2510;2,5072;58,4200;2,4845;28,1931;58,4200;28,1931
54,5560;2,4971;57,9400;2,5289;29,0138;57,9400;29,0138
54,9870;2,4811;58,9300;2,4926;30,2690;58,9300;30,2690
55,2130;2,4739;58,6600;2,4783;30,6690;58,6600;30,6690
55,6260;2,4606;58,9700;2,4709;30,1586;58,9700;30,1586
55,9210;2,4487;59,4900;2,4712;32,2759;59,4900;32,2759
56,3120;2,4370;58,6100;2,4649;31,2069;58,6100;31,2069
56,7990;2,4205;59,8200;2,4346;31,5310;59,8200;31,5310
57,1930;2,4044;60,8600;2,4352;31,3931;60,8600;31,3931
57,5670;2,3926;61,2400;2,4071;33,0897;61,2400;33,0897
57,7930;2,3812;61,3800;2,4110;30,8966;61,3800;30,8966
58,3060;2,3651;59,6000;2,4456;30,6069;59,6000;30,6069
58,3480;2,3568;60,8000;2,4271;33,0414;60,8000;33,0414
59,1180;2,3367;60,9700;2,4040;32,7103;60,9700;32,7103
59,1520;2,3299;62,1300;2,3601;34,0621;62,1300;34,0621
59,7110;2,3142;61,7000;2,3945;33,0069;61,7000;33,0069
60,2140;2,3033;61,6600;2,3865;32,2759;61,6600;32,2759
60,5290;2,2853;61,8400;2,3976;31,9724;61,8400;31,9724
60,9460;2,2755;62,9800;2,3389;33,1241;62,9800;33,1241
61,2840;2,2596;62,5800;2,3421;33,8759;62,5800;33,8759
61,8570;2,2411;62,2300;2,3818;34,1655;62,2300;34,1655
62,0870;2,2339;62,8300;2,3441;33,9379;62,8300;33,9379
62,3200;2,2161;62,6800;2,3450;36,0828;62,6800;36,0828
62,9910;2,2013;62,8900;2,3543;32,7034;62,8900;32,7034
63,4220;2,1886;64,2300;2,3028;33,7793;64,2300;33,7793
63,7930;2,1721;63,6100;2,3405;34,3103;63,6100;34,3103
64,2760;2,1572;63,7300;2,3098;36,0552;63,7300;36,0552
64,7250;2,1446;64,3100;2,2933;35,0552;64,3100;35,0552
64,9870;2,1271;64,2600;2,3241;33,8759;64,2600;33,8759
65,5050;2,1156;64,5400;2,2783;34,0690;64,5400;34,0690
65,9350;2,1012;65,3400;2,2724;35,2276;65,3400;35,2276
66,3860;2,0873;64,2700;2,2920;35,9655;64,2700;35,9655
66,6990;2,0713;65,1000;2,2627;35,1448;65,1000;35,1448
67,2760;2,0590;65,5100;2,2538;36,2414;65,5100;36,2414
67,5320;2,0470;65,3600;2,2481;33,3724;65,3600;33,3724
68,1400;2,0295;66,2600;2,2248;35,4069;66,2600;35,4069
68,4340;2,0190;66,1500;2,2372;34,6828;66,1500;34,6828
68,9030;2,0027;66,2700;2,2237;35,1862;66,2700;35,1862
