;config_51_avg;config_51_std;config_51_run_0;config_51_run_1;config_51_run_2
Standard_Acc;72,4683;0,0771;72,4900;72,5500;72,3650
RMSCE;0,0401;0,0031;0,0412;0,0358;0,0433
gaussian_noise;38,3333;2,1171;41,3000;36,5000;37,2000
shot_noise;44,6000;1,3367;46,0000;45,0000;42,8000
impulse_noise;44,5333;1,4008;46,1000;44,8000;42,7000
defocus_blur;51,5000;2,0116;53,8000;48,9000;51,8000
glass_blur;27,7333;1,3768;28,9000;28,5000;25,8000
motion_blur;51,9667;1,8625;54,0000;52,4000;49,5000
zoom_blur;47,6000;0,9201;48,9000;47,0000;46,9000
snow;57,0667;1,2815;58,3000;57,6000;55,3000
frost;60,3333;1,4522;61,9000;60,7000;58,4000
fog;62,4333;0,5907;62,9000;61,6000;62,8000
brightness;62,9667;1,0530;62,6000;61,9000;64,4000
contrast;51,2667;1,0965;50,7000;50,3000;52,8000
elastic_transform;59,5667;1,4337;61,4000;59,4000;57,9000
pixelate;57,9000;1,2570;56,6000;57,5000;59,6000
jpeg_compression;64,5000;1,7569;66,6000;64,6000;62,3000
speckle_noise;38,8667;1,4614;39,9000;39,9000;36,8000
gaussian_blur;42,1333;1,1954;43,7000;41,9000;40,8000
spatter;59,1667;0,6848;59,6000;58,2000;59,7000
saturate;57,8667;1,9396;56,7000;60,6000;56,3000
blue_noise_sample;50,5000;2,1401;49,8000;48,3000;53,4000
brownish_noise;54,1667;0,7930;54,4000;55,0000;53,1000
caustic_refraction;34,5667;1,7442;37,0000;33,7000;33,0000
checkerboard_cutout;45,5667;1,8080;48,1000;44,6000;44,0000
cocentric_sine_waves;26,7333;0,5185;26,0000;27,1000;27,1000
inverse_sparkles;27,0333;0,0471;27,0000;27,0000;27,1000
perlin_noise;56,9667;0,4497;57,0000;56,4000;57,5000
plasma_noise;27,6667;1,8373;30,2000;25,9000;26,9000
single_frequency_greyscale;24,0667;0,8576;25,1000;24,1000;23,0000
sparkles;64,4000;0,7789;65,0000;63,3000;64,9000
Acc_C-all-19;51,5965;0,7838;52,6263;51,4368;50,7263
Acc_C-original-15;52,1533;0,8529;53,3333;51,7800;51,3467
Acc_C-bar-10;41,1667;0,5916;41,9600;40,5400;41,0000
Acc_all-ex-pixelwise-noise-24;48,9653;0,6378;49,8500;48,6750;48,3708
RMSCE_C;0,1486;0,0035;0,1444;0,1486;0,1529
Combined_Noise;64,5033;0,4709;65,1300;64,3850;63,9950
