train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
27,8640;2,0813;44,6600;1,6652;39,7379;44,6600;39,7379
47,0600;1,6591;55,7200;1,5985;44,0000;55,7200;44,0000
55,9340;1,4871;61,0400;1,4544;45,1862;61,0400;45,1862
61,4600;1,3743;70,2700;1,2585;53,6207;70,2700;53,6207
65,7100;1,2868;75,6400;1,1233;57,7310;75,6400;57,7310
68,7620;1,2234;78,0800;1,0439;58,9310;78,0800;58,9310
71,1820;1,1713;71,9000;1,2459;56,7172;71,9000;56,7172
73,0300;1,1309;79,2100;1,0363;56,9517;79,2100;56,9517
74,6240;1,0958;79,1700;1,0337;62,2552;79,1700;62,2552
76,0400;1,0618;83,3700;0,9170;65,7517;83,3700;65,7517
77,0760;1,0368;84,1200;0,9168;64,0966;84,1200;64,0966
78,6480;1,0005;85,3800;0,8771;67,6759;85,3800;67,6759
79,7840;0,9792;87,0200;0,8444;65,1034;87,0200;65,1034
80,5820;0,9587;89,0600;0,7933;68,2621;89,0600;68,2621
81,6280;0,9354;88,4000;0,8139;71,0207;88,4000;71,0207
82,5120;0,9193;89,3400;0,7888;71,1103;89,3400;71,1103
83,2500;0,9041;89,8000;0,7650;70,8138;89,8000;70,8138
83,8600;0,8911;90,3400;0,7563;71,9241;90,3400;71,9241
84,2060;0,8797;90,5800;0,7523;72,0000;90,5800;72,0000
84,2540;0,8781;90,6000;0,7491;71,9241;90,6000;71,9241
77,1440;1,0352;71,7500;1,2728;49,5931;71,7500;49,5931
76,9380;1,0367;82,0300;0,9492;63,5862;82,0300;63,5862
77,7720;1,0257;87,3300;0,8404;67,5103;87,3300;67,5103
78,5200;1,0054;81,4000;1,0089;64,2207;81,4000;64,2207
78,8980;0,9967;85,0600;0,8786;64,1103;85,0600;64,1103
79,4820;0,9795;87,0800;0,8342;64,5103;87,0800;64,5103
80,0060;0,9658;86,6100;0,8546;66,2276;86,6100;66,2276
80,8200;0,9502;87,0200;0,8331;66,5724;87,0200;66,5724
81,4320;0,9385;89,3700;0,7782;69,3448;89,3700;69,3448
82,0120;0,9224;87,3500;0,8261;69,4759;87,3500;69,4759
82,2360;0,9169;86,9100;0,8283;70,1241;86,9100;70,1241
