;config_537_avg
Standard_Acc;73,3300
RMSCE;0,0655
gaussian_noise;21,6000
shot_noise;26,8140
impulse_noise;27,2620
defocus_blur;21,6420
glass_blur;20,2300
motion_blur;29,3860
zoom_blur;25,2100
snow;36,0040
frost;41,4360
fog;39,8980
brightness;51,5660
contrast;19,7320
elastic_transform;36,4840
pixelate;47,2520
jpeg_compression;44,3120
speckle_noise;20,4720
gaussian_blur;23,3200
spatter;45,2360
saturate;46,0980
blue_noise_sample;44,2080
brownish_noise;50,4860
caustic_refraction;32,1060
checkerboard_cutout;44,3160
cocentric_sine_waves;25,9860
inverse_sparkles;27,1720
perlin_noise;55,9520
plasma_noise;23,7620
single_frequency_greyscale;20,5380
sparkles;64,4380
Acc_C-all-19;32,8397
Acc_C-original-15;32,5885
Acc_C-bar-10;38,8964
Acc_all-ex-pixelwise-noise-24;36,3567
RMSCE_C;0,2532
Combined_Noise;51,3300
