;config_512_avg
Standard_Acc;65,9380
RMSCE;0,2000
gaussian_noise;28,3836
shot_noise;27,3392
impulse_noise;26,5428
defocus_blur;20,9884
glass_blur;20,9684
motion_blur;27,8612
zoom_blur;24,7544
snow;25,3152
frost;28,8556
fog;39,3688
brightness;55,7452
contrast;37,6988
elastic_transform;34,8528
pixelate;38,1384
jpeg_compression;38,1856
speckle_noise;35,0452
gaussian_blur;25,1668
spatter;37,5240
saturate;53,1636
blue_noise_sample;37,4780
brownish_noise;49,8008
caustic_refraction;43,9604
checkerboard_cutout;44,6100
cocentric_sine_waves;11,9528
inverse_sparkles;15,7356
perlin_noise;50,1088
plasma_noise;30,3704
single_frequency_greyscale;17,6248
sparkles;50,2136
Acc_C-all-19;32,9420
Acc_C-original-15;31,6666
Acc_C-bar-10;35,1855
Acc_all-ex-pixelwise-noise-24;34,2902
RMSCE_C;0,0984
Combined_Noise;64,5160
