;config_191_avg
Standard_Acc;88,8300
RMSCE;0,0852
gaussian_noise;43,4680
shot_noise;50,1260
impulse_noise;43,1380
defocus_blur;53,1520
glass_blur;38,3060
motion_blur;59,8600
zoom_blur;56,4480
snow;60,9380
frost;65,0720
fog;60,1980
brightness;69,5020
contrast;56,5040
elastic_transform;61,5020
pixelate;66,8240
jpeg_compression;68,3600
speckle_noise;42,8200
gaussian_blur;55,7280
spatter;59,9820
saturate;63,5680
blue_noise_sample;64,7400
brownish_noise;69,2280
caustic_refraction;45,9660
checkerboard_cutout;63,0660
cocentric_sine_waves;41,6720
inverse_sparkles;36,5540
perlin_noise;78,8660
plasma_noise;39,9500
single_frequency_greyscale;47,9780
sparkles;81,3980
Acc_C-all-19;56,6051
Acc_C-original-15;56,8932
Acc_C-bar-10;56,9418
Acc_all-ex-pixelwise-noise-24;58,3592
RMSCE_C;0,1049
Combined_Noise;87,8300
