time;train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
27,6677;11,7760;3,9911;16,1900;3,7249;12,1655;16,1900;12,1655
54,4513;25,8440;3,2961;30,2100;3,1817;18,5172;30,2100;18,5172
80,7636;36,8300;2,8576;36,1400;2,9637;22,0000;36,1400;22,0000
107,2404;45,3320;2,5588;43,3100;2,6843;24,3586;43,3100;24,3586
133,6839;51,0400;2,3572;42,3100;2,7471;24,0207;42,3100;24,0207
160,6849;56,3720;2,1977;50,6900;2,4455;29,4552;50,6900;29,4552
187,0738;60,3040;2,0698;52,6000;2,3872;30,0759;52,6000;30,0759
213,4667;64,0920;1,9584;56,5400;2,2524;33,4207;56,5400;33,4207
239,8640;67,4100;1,8570;56,5800;2,3003;31,3862;56,5800;31,3862
266,2031;70,7160;1,7650;58,8800;2,1825;34,6621;58,8800;34,6621
292,8714;73,6940;1,6804;61,8100;2,0795;35,5586;61,8100;35,5586
319,1783;76,7600;1,5958;62,8400;2,0426;35,7241;62,8400;35,7241
345,5619;79,3880;1,5231;65,1800;1,9757;37,1586;65,1800;37,1586
371,9451;82,2240;1,4543;66,0900;1,9553;37,9448;66,0900;37,9448
398,3317;84,6080;1,3917;67,0300;1,9239;38,6552;67,0300;38,6552
424,7814;86,6580;1,3409;68,5600;1,8749;38,7793;68,5600;38,7793
451,1878;88,5380;1,2984;69,1500;1,8602;39,8069;69,1500;39,8069
477,4909;90,0260;1,2626;69,6400;1,8354;40,1862;69,6400;40,1862
504,2798;90,9160;1,2409;69,8900;1,8293;40,4759;69,8900;40,4759
530,7534;91,4580;1,2288;69,8800;1,8258;40,1862;69,8800;40,1862
557,1646;74,3540;1,6481;57,9600;2,2818;31,6483;57,9600;31,6483
583,6475;74,2740;1,6435;56,5300;2,3201;29,4276;56,5300;29,4276
610,1233;76,1640;1,5965;60,6100;2,2188;34,8621;60,6100;34,8621
636,6116;77,8200;1,5485;61,1300;2,1766;33,7724;61,1300;33,7724
663,1215;79,7440;1,4964;62,5600;2,1625;34,7034;62,5600;34,7034
689,7283;81,2540;1,4557;63,0400;2,0465;36,4345;63,0400;36,4345
716,2018;83,0020;1,4113;62,7500;2,0626;34,6138;62,7500;34,6138
742,7485;84,2240;1,3711;60,5400;2,2414;33,9517;60,5400;33,9517
769,2456;85,8340;1,3322;66,2400;1,9367;36,7586;66,2400;36,7586
795,7652;87,5680;1,2915;63,1000;2,0951;36,0897;63,1000;36,0897
822,4388;88,9440;1,2548;65,2000;2,0696;37,0759;65,2000;37,0759
848,9806;90,5340;1,2131;65,4100;2,0252;37,3241;65,4100;37,3241
875,5121;91,7240;1,1796;66,3900;2,0092;36,4069;66,3900;36,4069
901,9521;93,1140;1,1476;65,9400;1,9968;37,3172;65,9400;37,3172
928,4293;94,0880;1,1152;66,8400;1,9804;37,4759;66,8400;37,4759
954,8777;95,3180;1,0849;67,7700;1,9461;38,3931;67,7700;38,3931
981,3899;96,0660;1,0593;67,9300;1,9412;38,1793;67,9300;38,1793
1007,8809;96,8540;1,0358;69,4000;1,8854;39,8000;69,4000;39,8000
1034,3702;97,5520;1,0120;68,9700;1,9002;39,7310;68,9700;39,7310
