train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
6,8880;4,2857;11,7100;3,9708;6,9931;11,7100;6,9931
14,0460;3,8669;20,1900;3,6103;17,4759;20,1900;17,4759
21,2680;3,5167;28,3200;3,1884;20,9517;28,3200;20,9517
27,7500;3,2519;36,1700;2,9208;28,2276;36,1700;28,2276
32,9480;3,0498;38,8500;2,7940;27,9655;38,8500;27,9655
37,1900;2,8942;44,1600;2,7153;29,0552;44,1600;29,0552
40,9420;2,7701;48,8800;2,5017;31,4759;48,8800;31,4759
44,0760;2,6619;51,1600;2,4353;36,2207;51,1600;36,2207
46,6160;2,5725;53,2000;2,3890;34,1793;53,2000;34,1793
48,9460;2,4886;54,8500;2,3396;35,1655;54,8500;35,1655
51,6700;2,4035;58,2000;2,1944;38,4897;58,2000;38,4897
53,4940;2,3392;59,0500;2,1574;39,5310;59,0500;39,5310
55,3340;2,2833;62,7000;2,0513;43,6759;62,7000;43,6759
57,3720;2,2196;63,9300;2,0129;43,5103;63,9300;43,5103
