train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
4,8640;4,4128;9,5600;4,0674;11,4138;9,5600;11,4138
9,5420;4,1141;16,1700;3,7715;12,4621;16,1700;12,4621
13,1720;3,9278;17,3100;3,6673;14,0069;17,3100;14,0069
16,9380;3,7528;19,8900;3,5891;17,8897;19,8900;17,8897
19,8820;3,6149;23,1300;3,4503;20,3655;23,1300;20,3655
22,2600;3,5002;31,9600;3,0937;25,2207;31,9600;25,2207
24,9080;3,3960;31,3400;3,2836;25,8828;31,3400;25,8828
27,4820;3,3094;36,9000;2,9184;26,7931;36,9000;26,7931
29,2220;3,2355;38,4100;2,8825;31,4690;38,4100;31,4690
31,0660;3,1589;38,4500;2,9038;32,8759;38,4500;32,8759
33,0580;3,0951;40,5700;2,8134;32,4966;40,5700;32,4966
34,5400;3,0389;44,2200;2,6984;37,2000;44,2200;37,2000
35,8460;2,9869;47,4700;2,5624;38,9034;47,4700;38,9034
37,3720;2,9346;40,5000;2,9323;33,7517;40,5000;33,7517
38,7740;2,8892;43,6300;2,7312;35,3586;43,6300;35,3586
39,9340;2,8499;41,4300;2,8884;34,4759;41,4300;34,4759
40,5680;2,8201;51,1600;2,4646;39,9172;51,1600;39,9172
41,1860;2,8029;51,7100;2,4243;42,7862;51,7100;42,7862
41,9960;2,7795;49,5400;2,5514;39,2069;49,5400;39,2069
42,1880;2,7667;54,5400;2,3453;43,8966;54,5400;43,8966
33,8260;3,0570;28,7200;3,6695;25,4690;28,7200;25,4690
33,8820;3,0585;41,3300;2,7774;34,8414;41,3300;34,8414
34,8020;3,0248;37,5800;2,9905;29,6897;37,5800;29,6897
35,9340;2,9861;39,9100;2,9161;32,4483;39,9100;32,4483
37,4280;2,9430;45,8000;2,6855;39,8828;45,8000;39,8828
38,2320;2,9028;44,5200;2,6974;35,3310;44,5200;35,3310
39,0580;2,8706;39,4600;2,9425;33,8483;39,4600;33,8483
40,0860;2,8426;40,5800;2,8725;32,8276;40,5800;32,8276
40,8660;2,8103;49,0200;2,5539;37,9793;49,0200;37,9793
41,8740;2,7710;52,0500;2,4111;42,5448;52,0500;42,5448
42,5000;2,7502;53,0800;2,3667;42,0000;53,0800;42,0000
43,6040;2,7171;40,1100;2,9407;30,3586;40,1100;30,3586
44,4040;2,6894;46,3200;2,7284;38,8552;46,3200;38,8552
44,9420;2,6616;54,6700;2,3137;42,8483;54,6700;42,8483
45,5540;2,6415;42,6400;2,8017;37,6000;42,6400;37,6000
46,7040;2,6100;52,8100;2,3846;43,6276;52,8100;43,6276
47,3800;2,5821;42,4500;2,8402;35,5655;42,4500;35,5655
47,9040;2,5604;57,3200;2,2229;48,7310;57,3200;48,7310
48,4600;2,5406;57,2200;2,2294;45,7241;57,2200;45,7241
49,6480;2,4974;53,0100;2,3668;46,0138;53,0100;46,0138
50,5020;2,4839;58,1900;2,2077;49,6345;58,1900;49,6345
51,0380;2,4575;53,7300;2,3896;47,2345;53,7300;47,2345
51,9760;2,4295;52,1300;2,4950;41,0345;52,1300;41,0345
