;config_514_avg
Standard_Acc;80,0100
RMSCE;0,1443
gaussian_noise;46,0468
shot_noise;43,5720
impulse_noise;39,7852
defocus_blur;42,2872
glass_blur;31,4076
motion_blur;42,4140
zoom_blur;41,7644
snow;41,5144
frost;45,7608
fog;59,2708
brightness;71,2920
contrast;61,2192
elastic_transform;46,2120
pixelate;47,4048
jpeg_compression;59,1584
speckle_noise;50,2724
gaussian_blur;45,8668
spatter;53,8360
saturate;69,9120
blue_noise_sample;49,3600
brownish_noise;66,5076
caustic_refraction;58,2712
checkerboard_cutout;55,9448
cocentric_sine_waves;17,4804
inverse_sparkles;29,1104
perlin_noise;67,0548
plasma_noise;43,3952
single_frequency_greyscale;27,4480
sparkles;66,5724
Acc_C-all-19;49,4209
Acc_C-original-15;47,9406
Acc_C-bar-10;48,1145
Acc_all-ex-pixelwise-noise-24;49,6294
RMSCE_C;0,0771
Combined_Noise;79,0700
