train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
35,6880;1,8734;52,3400;1,6087;36,5793;52,3400;36,5793
54,9620;1,5008;62,3300;1,4201;47,0138;62,3300;47,0138
63,5840;1,3219;73,0700;1,1508;56,9862;73,0700;56,9862
68,8780;1,2172;77,3700;1,1174;58,8069;77,3700;58,8069
71,7100;1,1514;79,9300;1,0069;58,4207;79,9300;58,4207
74,2500;1,0992;81,3800;0,9801;64,1655;81,3800;64,1655
75,5400;1,0656;81,3800;0,9915;60,9448;81,3800;60,9448
76,9320;1,0360;83,9000;0,9269;65,2690;83,9000;65,2690
78,2720;1,0047;83,3100;0,9338;57,8552;83,3100;57,8552
79,4440;0,9775;86,1200;0,8845;66,9724;86,1200;66,9724
80,5080;0,9569;86,2100;0,8821;63,7172;86,2100;63,7172
81,3340;0,9344;87,5000;0,8333;66,0138;87,5000;66,0138
82,2560;0,9132;88,7400;0,8044;69,3931;88,7400;69,3931
82,9820;0,8996;89,7100;0,7855;70,0069;89,7100;70,0069
83,6540;0,8791;89,9800;0,7746;68,3034;89,9800;68,3034
84,1700;0,8681;89,6500;0,7789;69,7310;89,6500;69,7310
85,2820;0,8466;90,7100;0,7583;71,2069;90,7100;71,2069
85,7480;0,8370;90,6000;0,7556;71,4621;90,6000;71,4621
85,8520;0,8348;90,8800;0,7458;71,3724;90,8800;71,3724
85,8040;0,8335;90,8600;0,7448;71,6552;90,8600;71,6552
79,5940;0,9744;83,5800;0,9484;59,8828;83,5800;59,8828
79,5220;0,9697;86,0200;0,8650;65,7862;86,0200;65,7862
80,5260;0,9498;86,3800;0,8766;69,8276;86,3800;69,8276
80,9460;0,9451;87,7300;0,8229;70,3172;87,7300;70,3172
81,1340;0,9363;86,7900;0,8319;66,0552;86,7900;66,0552
81,9320;0,9190;86,3000;0,8562;65,0276;86,3000;65,0276
82,1580;0,9115;87,5000;0,8266;70,2276;87,5000;70,2276
82,6180;0,9025;88,0300;0,8237;69,6414;88,0300;69,6414
82,8940;0,8960;88,0200;0,8225;68,2828;88,0200;68,2828
83,2980;0,8845;89,2000;0,7825;70,8345;89,2000;70,8345
83,9160;0,8752;89,0300;0,7988;71,6690;89,0300;71,6690
84,1320;0,8674;89,6400;0,7838;69,8138;89,6400;69,8138
84,3220;0,8611;90,4800;0,7644;71,2483;90,4800;71,2483
84,4740;0,8590;90,8100;0,7537;71,7034;90,8100;71,7034
85,0680;0,8476;90,3200;0,7639;69,7793;90,3200;69,7793
85,1660;0,8428;89,7100;0,7874;69,1103;89,7100;69,1103
85,4380;0,8366;90,9600;0,7446;73,0759;90,9600;73,0759
85,7740;0,8295;90,4700;0,7501;72,7172;90,4700;72,7172
86,0200;0,8232;91,5600;0,7202;75,9103;91,5600;75,9103
86,4880;0,8147;91,6000;0,7293;73,0621;91,6000;73,0621
86,5380;0,8137;91,6700;0,7240;73,9586;91,6700;73,9586
