;config_356_avg;config_356_std;config_356_run_0;config_356_run_1;config_356_run_2
Standard_Acc;82,7167;0,1021;82,8600;82,6600;82,6300
RMSCE;0,0211;0,0024;0,0236;0,0219;0,0178
gaussian_noise;61,7333;1,6049;62,5000;59,5000;63,2000
shot_noise;66,8333;2,6662;67,2000;63,4000;69,9000
impulse_noise;65,2667;2,1203;68,1000;63,0000;64,7000
defocus_blur;77,1333;0,0943;77,2000;77,0000;77,2000
glass_blur;65,4333;1,2257;66,9000;63,9000;65,5000
motion_blur;74,0333;0,2055;74,0000;74,3000;73,8000
zoom_blur;75,2667;0,9568;74,4000;74,8000;76,6000
snow;71,5667;1,4267;71,1000;70,1000;73,5000
frost;75,3000;1,9511;74,8000;73,2000;77,9000
fog;75,9333;1,7442;76,8000;73,5000;77,5000
brightness;80,5667;0,3859;80,4000;80,2000;81,1000
contrast;77,0667;0,9978;78,4000;76,8000;76,0000
elastic_transform;72,0667;1,2919;71,7000;70,7000;73,8000
pixelate;69,0667;0,4989;69,6000;68,4000;69,2000
jpeg_compression;62,1667;1,2684;63,9000;60,9000;61,7000
speckle_noise;65,2667;4,0877;69,4000;59,7000;66,7000
gaussian_blur;70,4000;2,2686;68,6000;69,0000;73,6000
spatter;74,8000;1,1860;74,9000;73,3000;76,2000
saturate;77,7000;0,9092;78,7000;76,5000;77,9000
blue_noise;64,3333;2,0726;65,1000;61,5000;66,4000
brownish_noise;43,2333;3,5122;44,0000;38,6000;47,1000
checkerboard_cutout;67,5000;0,7071;66,5000;68,0000;68,0000
circular_motion_blur;76,0000;0,9274;76,5000;74,7000;76,8000
inverse_sparkles;43,2000;0,7874;43,6000;42,1000;43,9000
lines;56,1333;1,9703;55,5000;54,1000;58,8000
pinch_and_twirl;76,1000;0,2828;75,7000;76,3000;76,3000
ripple;66,8000;1,2570;68,1000;65,1000;67,2000
sparkles;68,5000;1,6391;66,4000;70,4000;68,7000
transverse_chromatic_abberation;52,5667;2,4581;53,5000;49,2000;55,0000
Acc_C-all-19;71,4526;1,1056;72,0316;69,9053;72,4211
Acc_C-original-15;71,2956;0,9386;71,8000;69,9800;72,1067
Acc_C-bar-10;61,4367;1,1519;61,4900;60,0000;62,8200
Acc_all-ex-pixelwise-noise-24;68,6889;0,8914;68,8000;67,5458;69,7208
RMSCE_C;0,0743;0,0084;0,0687;0,0862;0,0680
Combined_Noise;70,0233;0,9722;70,4900;68,6700;70,9100
