;config_302_avg;config_302_std;config_302_run_0;config_302_run_1;config_302_run_2
Standard_Acc;76,3567;0,0818;76,2600;76,3500;76,4600
RMSCE;0,0352;0,0081;0,0248;0,0445;0,0364
gaussian_noise;53,6160;1,3774;53,8660;55,1640;51,8180
shot_noise;58,2507;0,6699;58,2840;59,0540;57,4140
impulse_noise;59,3673;0,4856;59,9140;58,7340;59,4540
defocus_blur;70,7000;0,2470;70,9600;70,3680;70,7720
glass_blur;58,8633;0,2317;58,8100;58,6100;59,1700
motion_blur;65,5867;0,6516;66,2060;64,6860;65,8680
zoom_blur;68,0287;0,5436;68,3260;67,2660;68,4940
snow;65,1040;0,2040;64,8160;65,2340;65,2620
frost;64,9420;0,3408;64,9640;64,5140;65,3480
fog;69,6227;0,5019;70,2200;68,9920;69,6560
brightness;75,0240;0,1793;75,0940;75,2000;74,7780
contrast;70,3473;0,4956;70,8020;69,6580;70,5820
elastic_transform;66,2033;0,1640;66,2880;65,9740;66,3480
pixelate;63,6953;0,8335;64,5320;63,9960;62,5580
jpeg_compression;56,2587;0,3260;56,6800;55,8860;56,2100
speckle_noise;58,9567;0,6221;59,0180;59,6860;58,1660
gaussian_blur;67,9153;0,3064;68,0160;67,5000;68,2300
spatter;68,7113;0,1787;68,9640;68,5880;68,5820
saturate;70,2613;0,0232;70,2940;70,2420;70,2480
blue_noise;56,1800;1,2248;54,4700;57,2740;56,7960
brownish_noise;39,5887;1,4148;40,5080;37,5900;40,6680
checkerboard_cutout;61,7347;0,1167;61,8260;61,5700;61,8080
circular_motion_blur;68,9053;0,2061;68,7260;68,7960;69,1940
inverse_sparkles;41,7733;0,4142;41,5840;41,3880;42,3480
lines;51,3413;0,2674;51,4760;51,5800;50,9680
pinch_and_twirl;69,9933;0,2920;69,5820;70,2300;70,1680
ripple;59,3067;0,0504;59,3180;59,3620;59,2400
sparkles;62,7587;0,0832;62,6420;62,8040;62,8300
transverse_chromatic_abberation;46,2280;2,1550;47,1040;43,2620;48,3180
Acc_C-all-19;64,8134;0,1714;65,0555;64,7027;64,6820
Acc_C-original-15;64,3740;0,1960;64,6508;64,2224;64,2488
Acc_C-bar-10;55,7810;0,3486;55,7236;55,3856;56,2338
Acc_all-ex-pixelwise-noise-24;62,6206;0,2828;62,8224;62,2207;62,8187
RMSCE_C;0,0925;0,0140;0,0741;0,1081;0,0954
Combined_Noise;63,7767;0,3765;63,6000;64,3000;63,4300
