;config_304_avg;config_304_std;config_304_run_0;config_304_run_1;config_304_run_2
Standard_Acc;75,9733;0,3215;75,5200;76,1700;76,2300
RMSCE;0,0361;0,0054;0,0311;0,0337;0,0435
gaussian_noise;53,8460;1,3760;55,2420;51,9740;54,3220
shot_noise;58,2420;1,1249;59,1620;56,6580;58,9060
impulse_noise;58,1180;0,7796;58,0740;57,1860;59,0940
defocus_blur;70,5440;0,0449;70,5980;70,5460;70,4880
glass_blur;60,8607;0,5650;60,1260;60,9560;61,5000
motion_blur;66,7180;0,1719;66,7780;66,8920;66,4840
zoom_blur;68,2200;0,1358;68,4000;68,1880;68,0720
snow;66,3507;0,7593;65,3320;66,5660;67,1540
frost;66,6707;0,5006;66,0800;66,6280;67,3040
fog;70,4267;0,1797;70,1760;70,5160;70,5880
brightness;74,4167;0,1527;74,2320;74,4120;74,6060
contrast;70,2200;0,2174;70,1280;70,0120;70,5200
elastic_transform;67,1280;0,1424;66,9420;67,1540;67,2880
pixelate;66,0260;0,7853;64,9520;66,3180;66,8080
jpeg_compression;58,0027;0,7190;56,9860;58,4940;58,5280
speckle_noise;59,0913;1,0206;59,7180;57,6520;59,9040
gaussian_blur;67,8553;0,1823;68,1060;67,7820;67,6780
spatter;68,5600;0,3656;68,0480;68,7540;68,8780
saturate;70,2813;0,3054;69,9860;70,1560;70,7020
blue_noise;54,9733;1,2252;55,4280;53,2980;56,1940
brownish_noise;39,6487;0,7661;40,2260;38,5660;40,1540
checkerboard_cutout;60,8433;0,5330;60,1240;61,0080;61,3980
circular_motion_blur;68,2087;0,1211;68,0420;68,2580;68,3260
inverse_sparkles;43,8953;1,1660;42,7840;43,3960;45,5060
lines;52,2447;1,0021;50,8500;52,7240;53,1600
pinch_and_twirl;70,4987;0,2238;70,2040;70,5460;70,7460
ripple;60,1653;0,7667;59,5160;59,7380;61,2420
sparkles;62,6353;0,2010;62,4040;62,6080;62,8940
transverse_chromatic_abberation;47,3167;1,6275;48,7680;45,0440;48,1380
Acc_C-all-19;65,3462;0,2739;65,2140;65,0971;65,7276
Acc_C-original-15;65,0527;0,2775;64,8805;64,8333;65,4441
Acc_C-bar-10;56,0430;0,5340;55,8346;55,5186;56,7758
Acc_all-ex-pixelwise-noise-24;63,2391;0,3209;62,9078;63,1359;63,6734
RMSCE_C;0,0889;0,0071;0,0800;0,0890;0,0975
Combined_Noise;63,6500;0,4439;63,1900;63,5100;64,2500
