;config_153_avg
Standard_Acc;81,9700
RMSCE;0,0300
gaussian_noise;51,6000
shot_noise;57,6000
impulse_noise;32,6000
defocus_blur;77,2000
glass_blur;59,6000
motion_blur;70,4000
zoom_blur;68,6000
snow;69,6000
frost;74,2000
fog;68,8000
brightness;78,4000
contrast;62,0000
elastic_transform;73,6000
pixelate;67,8000
jpeg_compression;60,0000
speckle_noise;55,6000
gaussian_blur;58,6000
spatter;71,8000
saturate;72,2000
blue_noise;44,4000
brownish_noise;42,4000
checkerboard_cutout;58,2000
circular_motion_blur;69,6000
inverse_sparkles;47,8000
lines;54,0000
pinch_and_twirl;72,0000
ripple;67,4000
sparkles;65,0000
transverse_chromatic_abberation;50,8000
Acc_C-all-19;64,7474
Acc_C-original-15;64,8000
Acc_C-bar-10;57,1600
Acc_all-ex-pixelwise-noise-24;65,0000
RMSCE_C;0,1330
Combined_Noise;56,5300
