;config_320_avg;config_320_std;config_320_run_0;config_320_run_1;config_320_run_2
Standard_Acc;81,6567;0,1302;81,4800;81,7000;81,7900
RMSCE;0,0240;0,0016;0,0235;0,0223;0,0261
gaussian_noise;61,8753;0,6488;62,2560;62,4080;60,9620
shot_noise;65,5160;0,5716;65,8660;65,9720;64,7100
impulse_noise;67,1987;0,4989;66,5920;67,8140;67,1900
defocus_blur;77,1347;0,1781;77,3860;77,0240;76,9940
glass_blur;64,1373;0,3700;64,6080;64,1000;63,7040
motion_blur;72,2233;0,4439;72,6700;72,3820;71,6180
zoom_blur;74,6500;0,2911;74,9280;74,7740;74,2480
snow;71,6380;0,4269;72,2380;71,3960;71,2800
frost;71,8233;0,5274;72,5220;71,7000;71,2480
fog;75,2160;0,2566;75,5660;75,1240;74,9580
brightness;80,2253;0,1546;80,0100;80,3000;80,3660
contrast;76,9520;0,0760;76,9680;77,0360;76,8520
elastic_transform;72,0313;0,2070;72,2020;72,1520;71,7400
pixelate;69,2153;1,4629;71,2020;68,7220;67,7220
jpeg_compression;60,8267;0,6534;61,5820;59,9880;60,9100
speckle_noise;65,9440;0,5856;66,1660;66,5240;65,1420
gaussian_blur;75,2047;0,1784;75,4520;75,1240;75,0380
spatter;74,0653;0,1575;73,8840;74,0440;74,2680
saturate;75,7573;0,0944;75,7040;75,8900;75,6780
blue_noise;63,2853;0,8004;62,5000;62,9720;64,3840
brownish_noise;43,8100;0,8761;44,9780;43,5840;42,8680
checkerboard_cutout;66,5260;0,4239;65,9580;66,6440;66,9760
circular_motion_blur;75,7553;0,1524;75,7740;75,9320;75,5600
inverse_sparkles;44,5167;0,5259;45,1680;44,5020;43,8800
lines;53,5587;0,2095;53,6540;53,7540;53,2680
pinch_and_twirl;75,1353;0,1176;75,1380;75,2780;74,9900
ripple;64,7820;0,5556;64,9060;64,0480;65,3920
sparkles;67,9313;0,1743;68,1520;67,9160;67,7260
transverse_chromatic_abberation;53,4560;0,7182;54,4500;52,7780;53,1400
Acc_C-all-19;71,1387;0,2848;71,4633;71,1828;70,7699
Acc_C-original-15;70,7109;0,3293;71,1064;70,7261;70,3001
Acc_C-bar-10;60,8757;0,1395;61,0678;60,7408;60,8184
Acc_all-ex-pixelwise-noise-24;68,1905;0,2593;68,5458;68,0913;67,9343
RMSCE_C;0,0492;0,0033;0,0449;0,0500;0,0527
Combined_Noise;69,9933;0,1357;69,8400;70,1700;69,9700
