;config_283_avg;config_283_std;config_283_run_0;config_283_run_1;config_283_run_2
Standard_Acc;82,1100;0,1631;81,9800;82,0100;82,3400
RMSCE;0,0272;0,0038;0,0326;0,0243;0,0247
gaussian_noise;54,6547;2,5758;51,9280;58,1100;53,9260
shot_noise;60,1567;2,3407;57,7640;63,3340;59,3720
impulse_noise;63,8333;0,4855;64,4660;63,2860;63,7480
defocus_blur;77,2880;0,2379;77,5420;76,9700;77,3520
glass_blur;62,6160;0,8786;61,4800;63,6200;62,7480
motion_blur;71,8247;0,4011;71,6560;72,3780;71,4400
zoom_blur;74,7160;0,2744;74,4660;75,0980;74,5840
snow;71,5333;0,1592;71,5300;71,7300;71,3400
frost;70,8707;1,0865;69,5920;72,2480;70,7720
fog;75,1907;0,1777;74,9640;75,3980;75,2100
brightness;80,5833;0,2409;80,4120;80,4140;80,9240
contrast;77,2420;0,2836;76,9040;77,2240;77,5980
elastic_transform;71,7427;0,2890;71,3620;72,0620;71,8040
pixelate;66,7653;1,4747;68,1080;67,4760;64,7120
jpeg_compression;59,9340;0,3744;59,8780;60,4180;59,5060
speckle_noise;61,1667;2,1267;59,1740;64,1140;60,2120
gaussian_blur;75,3387;0,3375;75,7620;74,9360;75,3180
spatter;74,4400;0,3437;74,1960;74,1980;74,9260
saturate;75,7947;0,3166;75,5320;75,6120;76,2400
blue_noise;64,4220;1,1960;65,9560;63,0380;64,2720
brownish_noise;43,2547;0,5936;42,7840;42,8880;44,0920
checkerboard_cutout;67,2580;0,2034;67,3740;66,9720;67,4280
circular_motion_blur;76,1393;0,2023;75,9200;76,0900;76,4080
inverse_sparkles;44,5407;1,2688;42,9900;46,0980;44,5340
lines;54,4813;0,2925;54,8840;54,1980;54,3620
pinch_and_twirl;75,1440;0,3602;74,6400;75,3320;75,4600
ripple;63,4167;0,5206;64,1480;62,9780;63,1240
sparkles;67,2273;0,2544;67,5280;67,2480;66,9060
transverse_chromatic_abberation;51,0433;0,4937;50,5620;50,8460;51,7220
Acc_C-all-19;69,7732;0,4933;69,3008;70,4540;69,5648
Acc_C-original-15;69,2634;0,5162;68,8035;69,9844;69,0024
Acc_C-bar-10;60,6927;0,1074;60,6786;60,5688;60,8308
Acc_all-ex-pixelwise-noise-24;67,8494;0,1398;67,6756;68,0180;67,8546
RMSCE_C;0,0594;0,0061;0,0529;0,0577;0,0675
Combined_Noise;68,2733;0,9167;67,4400;69,5500;67,8300
