;config_562_avg;config_562_std;config_562_run_0;config_562_run_1;config_562_run_2
Standard_Acc;82,2567;0,1621;82,0300;82,3400;82,4000
RMSCE;0,0246;0,0027;0,0269;0,0208;0,0261
gaussian_noise;57,3353;1,7749;59,3000;57,7060;55,0000
shot_noise;62,4407;1,4778;64,2160;62,5080;60,5980
impulse_noise;64,0247;1,2049;65,7080;63,4120;62,9540
defocus_blur;77,5633;0,1747;77,3200;77,6480;77,7220
glass_blur;63,8153;0,6628;64,2760;62,8780;64,2920
motion_blur;72,8953;0,1848;73,0960;72,6500;72,9400
zoom_blur;74,7260;0,3309;74,2680;75,0380;74,8720
snow;72,0833;0,3224;72,4480;71,6640;72,1380
frost;72,0347;0,8858;72,7220;70,7840;72,5980
fog;75,9860;0,0691;75,9980;76,0640;75,8960
brightness;80,7553;0,1383;80,7880;80,5720;80,9060
contrast;76,8433;0,1851;76,7960;76,6440;77,0900
elastic_transform;72,6613;0,1732;72,5500;72,5280;72,9060
pixelate;69,2007;1,7407;69,7300;66,8540;71,0180
jpeg_compression;62,0080;0,1691;62,0420;61,7860;62,1960
speckle_noise;63,2833;1,3386;65,0400;63,0160;61,7940
gaussian_blur;75,1740;0,2188;74,9480;75,4700;75,1040
spatter;75,1547;0,1278;75,2760;75,2100;74,9780
saturate;76,2940;0,2210;76,4940;75,9860;76,4020
blue_noise;63,1527;0,7721;63,1120;62,2280;64,1180
brownish_noise;44,1267;1,2893;45,8060;42,6720;43,9020
checkerboard_cutout;68,5000;0,1811;68,7560;68,3780;68,3660
circular_motion_blur;75,8200;0,4832;75,5160;75,4420;76,5020
inverse_sparkles;46,9687;0,4125;46,9520;46,4720;47,4820
lines;56,7473;0,3208;57,1680;56,6840;56,3900
pinch_and_twirl;75,6280;0,2211;75,6520;75,3460;75,8860
ripple;65,3700;0,6087;64,6760;65,2760;66,1580
sparkles;68,3293;0,0332;68,3020;68,3100;68,3760
transverse_chromatic_abberation;52,4727;1,5359;53,8880;53,1920;50,3380
Acc_C-all-19;70,7515;0,3314;71,2114;70,4431;70,6002
Acc_C-original-15;70,2916;0,3458;70,7505;69,9157;70,2084
Acc_C-bar-10;61,7115;0,2396;61,9828;61,4000;61,7518
Acc_all-ex-pixelwise-noise-24;68,7982;0,2249;68,9778;68,4812;68,9357
RMSCE_C;0,0654;0,0073;0,0639;0,0574;0,0751
Combined_Noise;68,8800;0,8020;69,3600;69,5300;67,7500
