;config_12_avg;config_12_std;config_12_run_0;config_12_run_1;config_12_run_2
Standard_Acc;81,9967;0,0772;81,8900;82,0700;82,0300
RMSCE;0,0275;0,0012;0,0293;0,0267;0,0266
gaussian_noise;43,8660;1,0195;42,4780;44,2220;44,8980
shot_noise;52,2880;0,8990;51,0520;52,6480;53,1640
impulse_noise;63,9753;1,1999;62,5460;63,8980;65,4820
defocus_blur;76,2580;0,4721;76,3280;75,6480;76,7980
glass_blur;52,3680;1,4898;50,7220;52,0520;54,3300
motion_blur;69,6440;0,5569;68,8860;69,8380;70,2080
zoom_blur;73,4633;0,3749;73,4260;73,0240;73,9400
snow;68,7173;0,7035;67,8200;68,7940;69,5380
frost;62,0000;1,3125;60,1780;62,6040;63,2180
fog;73,7947;0,6228;72,9520;74,4380;73,9940
brightness;80,1620;0,3295;79,9840;80,6240;79,8780
contrast;76,2287;0,1540;76,3040;76,3680;76,0140
elastic_transform;69,9507;0,3365;69,6920;69,7340;70,4260
pixelate;58,0460;0,8944;58,5440;58,8040;56,7900
jpeg_compression;57,7587;0,8964;56,4920;58,4360;58,3480
speckle_noise;54,1200;0,9212;53,0240;54,0580;55,2780
gaussian_blur;74,2100;0,7033;74,4720;73,2480;74,9100
spatter;73,6440;0,1617;73,4240;73,8080;73,7000
saturate;74,6553;0,1242;74,8200;74,6260;74,5200
blue_noise;64,4393;1,0809;63,4820;65,9500;63,8860
brownish_noise;40,1367;0,4340;40,7340;39,7160;39,9600
checkerboard_cutout;66,1380;0,4762;65,4920;66,2960;66,6260
circular_motion_blur;75,3420;0,0467;75,2960;75,3240;75,4060
inverse_sparkles;37,7107;1,7163;35,3540;38,3860;39,3920
lines;52,1093;0,3795;51,8380;52,6460;51,8440
pinch_and_twirl;74,0827;0,3254;73,8780;73,8280;74,5420
ripple;61,5893;0,3438;61,2060;62,0400;61,5220
sparkles;65,8487;0,3509;65,3600;66,1680;66,0180
transverse_chromatic_abberation;43,9473;0,9805;42,9820;43,5680;45,2920
Acc_C-all-19;66,0605;0,4832;65,4286;66,1512;66,6018
Acc_C-original-15;65,2347;0,5480;64,4936;65,4088;65,8017
Acc_C-bar-10;58,1344;0,4053;57,5622;58,3922;58,4488
Acc_all-ex-pixelwise-noise-24;64,9086;0,3636;64,4243;65,0007;65,3006
RMSCE_C;0,0857;0,0017;0,0835;0,0860;0,0877
Combined_Noise;64,5733;1,1143;63,4200;66,0800;64,2200
