;config_562_avg;config_562_std;config_562_run_0;config_562_run_1;config_562_run_2
Standard_Acc;82,9567;0,0613;82,8800;82,9600;83,0300
RMSCE;0,0228;0,0035;0,0179;0,0259;0,0246
gaussian_noise;58,2000;1,5578;57,2000;57,0000;60,4000
shot_noise;63,1667;2,2940;62,9000;60,5000;66,1000
impulse_noise;63,4667;1,5839;65,7000;62,2000;62,5000
defocus_blur;77,2000;0,7789;76,1000;77,7000;77,8000
glass_blur;64,4333;1,0371;65,9000;63,7000;63,7000
motion_blur;73,9000;0,5888;73,1000;74,5000;74,1000
zoom_blur;75,4333;0,7587;74,4000;75,7000;76,2000
snow;70,8000;0,8524;69,6000;71,5000;71,3000
frost;75,8000;1,5578;75,6000;74,0000;77,8000
fog;75,5667;0,4110;75,1000;75,5000;76,1000
brightness;79,7333;0,9534;79,5000;78,7000;81,0000
contrast;76,2667;0,9031;76,4000;77,3000;75,1000
elastic_transform;71,8000;1,1431;70,8000;71,2000;73,4000
pixelate;67,6667;0,5312;67,0000;68,3000;67,7000
jpeg_compression;59,2333;1,1441;60,8000;58,1000;58,8000
speckle_noise;62,0000;3,8842;66,6000;57,1000;62,3000
gaussian_blur;70,5000;2,4590;67,9000;69,8000;73,8000
spatter;76,2000;0,8981;76,2000;75,1000;77,3000
saturate;76,8333;1,1614;77,5000;75,2000;77,8000
blue_noise;62,2333;1,0781;62,5000;60,8000;63,4000
brownish_noise;42,7333;2,1045;42,3000;40,4000;45,5000
checkerboard_cutout;68,1667;0,6799;67,9000;67,5000;69,1000
circular_motion_blur;75,2333;0,3091;75,5000;75,4000;74,8000
inverse_sparkles;42,8333;0,6128;42,1000;43,6000;42,8000
lines;55,6333;1,9602;55,7000;53,2000;58,0000
pinch_and_twirl;75,6667;1,6540;73,4000;77,3000;76,3000
ripple;66,5667;1,1470;65,1000;66,7000;67,9000
sparkles;67,8667;1,7745;65,9000;70,2000;67,5000
transverse_chromatic_abberation;52,6333;1,8264;51,6000;51,1000;55,2000
Acc_C-all-19;70,4316;0,6468;70,4368;69,6368;71,2211
Acc_C-original-15;70,1778;0,4546;70,0067;69,7267;70,8000
Acc_C-bar-10;60,9567;0,7919;60,2000;60,6200;62,0500
Acc_all-ex-pixelwise-noise-24;68,2792;0,6076;67,7250;67,9875;69,1250
RMSCE_C;0,0826;0,0041;0,0850;0,0860;0,0769
Combined_Noise;68,7867;1,1385;69,5000;67,1800;69,6800
